gene_id,gene_symbol,chromosome,loeuf,loeuf_quintile,analysis_stratum,mutation_rate_correction,mu_snp_PTV,mu_snp_Mis2,mu_snp_Mis1,mu_snp_Mis0,mu_snp_Syn,corrected_mu_snp_PTV,corrected_mu_snp_Mis2,corrected_mu_snp_Mis1,corrected_mu_snp_Mis0,corrected_mu_snp_Syn
ENSG00000006059,KRT33A,17,1.689,5,LOEUF5,0.975676066119029,9.4374e-07,0,3.3152e-07,1.4756e-05,6.5272e-06,9.20784530639172e-07,0,3.2345612943978e-07,1.43970760316524e-05,6.36843281877212e-06
ENSG00000006071,ABCC8,11,0.765,3,LOEUF3,0.931463948644742,5.5084e-06,8.3047e-07,7.1758e-06,5.1855e-05,2.7034e-05,5.13087601471469e-06,7.73552865430999e-07,6.68399900268494e-06,4.83010630569731e-05,2.51811963876619e-05
ENSG00000006116,CACNG3,16,0.195,1,LOEUF1_mu2,0.995430828917514,1.1213e-06,1.3396e-06,4.5439e-06,5.9938e-06,5.5366e-06,1.11617658846521e-06,1.3334791384179e-06,4.52313814351829e-06,5.96641330236579e-06,5.5113023273847e-06
ENSG00000006118,TMEM132A,11,0.802,3,LOEUF3,0.988790777408705,2.3025e-06,6.058e-08,4.7076e-07,4.2918e-05,1.8483e-05,2.27669076498354e-06,5.99009452954194e-08,4.65483146372922e-07,4.24369225848268e-05,1.82758199388451e-05
ENSG00000006125,AP2B1,17,0.263,1,LOEUF1_mu2,0.9145505861951,2.6606e-06,9.2913e-06,8.1801e-06,1.0434e-05,1.0343e-05,2.43325328963068e-06,8.49736386151454e-06,7.48111525013454e-06,9.54242081635968e-06,9.45919671301592e-06
ENSG00000006128,TAC1,7,0.535,2,LOEUF2,0.98643538351701,5.1597e-07,6.9936e-09,2.899e-07,2.826e-06,1.1354e-06,5.08971064833272e-07,6.89873449816456e-09,2.85967617681581e-07,2.78766639381907e-06,1.11999873444521e-06
ENSG00000006194,ZNF263,16,0.969,3,LOEUF3,1.01807806606836,1.6231e-06,0,1.181e-06,1.8933e-05,7.8273e-06,1.65244250903555e-06,0,1.20235019602673e-06,1.92752720248722e-05,7.96880244653684e-06
ENSG00000006210,CX3CL1,16,0.545,2,LOEUF2,1.07493017931798,9.2997e-07,6.2111e-09,1.1744e-07,1.5793e-05,8.0965e-06,9.99652818860346e-07,6.67649883676193e-09,1.26239800259104e-07,1.69763723219689e-05,8.70317219684806e-06
ENSG00000006282,SPATA20,17,0.698,2,LOEUF2,0.969468307498017,2.9539e-06,0,1.5844e-06,3.1256e-05,1.42e-05,2.86371243351839e-06,0,1.53602558639986e-06,3.0301701419158e-05,1.37664499664718e-05
ENSG00000006283,CACNA1G,17,0.211,1,LOEUF1_mu1,0.989309772378699,6.1973e-06,1.3547e-05,3.0059e-05,5.6799e-05,4.404e-05,6.13104945236251e-06,1.34021794864142e-05,2.97376624479313e-05,5.61918057613377e-05,4.35692023755579e-05
ENSG00000006327,TNFRSF12A,16,1.532,5,LOEUF5,1.30897033516668,1.853e-07,0,1.9842e-07,3.416e-06,1.8115e-06,2.42552203106386e-07,0,2.59725893903773e-07,4.47144266492939e-06,2.37119976215445e-06
ENSG00000006377,DLX6,7,0.378,1,LOEUF1_mu2,1.21441261456345,5.4355e-07,0,2.1128e-06,5.4729e-06,3.6854e-06,6.60093976645964e-07,0,2.56581097204966e-06,6.64635879824431e-06,4.47559624971214e-06
ENSG00000006432,MAP3K9,14,0.408,1,LOEUF1_mu1,0.931431789559378,2.9042e-06,1.1384e-06,4.0347e-06,3.7323e-05,1.631e-05,2.70506420323834e-06,1.0603419492344e-06,3.75804784133522e-06,3.47638286817247e-05,1.51916524877134e-05
ENSG00000006451,RALA,7,0.269,1,LOEUF1_mu2,0.948506985298376,8.1443e-07,1.7963e-06,2.6256e-06,1.103e-06,2.2128e-06,7.72492544036557e-07,1.70380309769147e-06,2.49039994059942e-06,1.04620320478411e-06,2.09885625706825e-06
ENSG00000006453,BAIAP2L1,7,0.649,2,LOEUF2,1.06212503584839,2.2202e-06,0,6.7614e-07,1.7285e-05,9.428e-06,2.35813000459059e-06,0,7.1814522173853e-07,1.83588312446394e-05,1.00137148379786e-05
ENSG00000006459,KDM7A,7,0.229,1,LOEUF1_mu1,1.07943742768278,3.039e-06,2.3818e-06,4.3335e-06,1.833e-05,9.6899e-06,3.28041034272797e-06,2.57100406525484e-06,4.67774209286332e-06,1.97860880494253e-05,1.04596407305034e-05
ENSG00000006468,ETV1,7,0.347,1,LOEUF1_mu2,1.06573612740345,1.7148e-06,1.7411e-06,1.6649e-06,1.202e-05,5.0127e-06,1.82752431127144e-06,1.85555317142215e-06,1.77434407851401e-06,1.28101482513895e-05,5.34221548583529e-06
ENSG00000006530,AGK,7,0.878,3,LOEUF3,0.992475976902506,2.056e-06,0,4.8455e-07,1.0985e-05,5.0801e-06,2.04053060851155e-06,0,4.80904234608109e-07,1.0902348606274e-05,5.04187721026242e-06
ENSG00000006534,ALDH3B1,11,0.995,3,LOEUF3,1.10493722523973,9.3181e-07,0,5.8146e-07,2.278e-05,1.06e-05,1.02959155585064e-06,0,6.42476798987895e-07,2.51704699909611e-05,1.17123345875412e-05
ENSG00000006555,TTC22,1,1.007,3,LOEUF3,1.16028979097136,1.2912e-06,2.4842e-08,2.3363e-06,1.5884e-05,9.0255e-06,1.49816617810222e-06,2.88239189873104e-08,2.71078503864638e-06,1.8430043039789e-05,1.0472195508412e-05
ENSG00000006576,PHTF2,7,0.545,2,LOEUF2,0.941601984411427,2.9257e-06,2.8533e-06,3.9597e-06,1.3046e-05,7.0621e-06,2.75484492579251e-06,2.68667294212112e-06,3.72846137767393e-06,1.22841394886315e-05,6.64968737411194e-06
ENSG00000006606,CCL26,7,1.754,5,LOEUF5,0.9660676032062,6.7226e-07,0,2.6527e-08,2.5147e-06,8.9654e-07,6.494486069314e-07,0,2.56268753102509e-08,2.42937020178263e-06,8.66118248978486e-07
ENSG00000006607,FARP2,2,1.183,4,LOEUF4,0.974265491736446,3.7245e-06,0,1.128e-06,3.5935e-05,1.6674e-05,3.62865182397239e-06,0,1.09897147467871e-06,3.50102304455492e-05,1.62449028092135e-05
ENSG00000006611,USH1C,11,0.888,3,LOEUF3,1.02094160670856,3.4992e-06,0,8.6645e-07,3.315e-05,1.3178e-05,3.57247887019459e-06,0,8.8459485513263e-07,3.38442142623887e-05,1.34539684932054e-05
ENSG00000006625,GGCT,7,1.335,4,LOEUF4,0.949947738202734,5.7359e-07,0,2.5162e-07,4.3203e-06,1.8494e-06,5.44880523155706e-07,0,2.39025849886572e-07,4.10405921335727e-06,1.75683334703214e-06
ENSG00000006634,DBF4,7,0.282,1,LOEUF1_mu2,0.915020386846439,1.9602e-06,6.2111e-09,5.9808e-07,1.4144e-05,5.7418e-06,1.79362296229639e-06,5.68328312474192e-09,5.47255392965118e-07,1.2942048351556e-05,5.25386405719489e-06
ENSG00000006638,TBXA2R,19,1.361,4,LOEUF4,1.10171868411179,7.7301e-07,3.0563e-07,1.7938e-06,1.5035e-05,8.9893e-06,8.51639560005257e-07,3.36718281425087e-07,1.97626297555973e-06,1.65643404156208e-05,9.90367976708614e-06
ENSG00000006652,IFRD1,7,0.674,2,LOEUF2,0.9515212012433,1.5907e-06,6.3452e-08,9.5341e-07,1.1553e-05,4.3823e-06,1.51358477481772e-06,6.03759232612899e-08,9.07189828477375e-07,1.09929244379638e-05,4.16985136020852e-06
ENSG00000006659,LGALS14,19,1.531,5,LOEUF5,0.96162679632778,9.3095e-07,0,0,4.9162e-06,1.9911e-06,8.95226466041347e-07,0,0,4.72754965610663e-06,1.91469511416824e-06
ENSG00000006695,COX10,17,0.611,2,LOEUF2,0.97620475153631,9.3068e-07,0,1.5648e-06,1.4453e-05,7.1262e-06,9.08534238159813e-07,0,1.52756519520402e-06,1.41090872739543e-05,6.95663030039805e-06
ENSG00000006704,GTF2IRD1,7,0.329,1,LOEUF1_mu1,0.91739120093631,3.4357e-06,1.9038e-06,8.2941e-06,3.3191e-05,2.0329e-05,3.15188094905688e-06,1.74652936834255e-06,7.60893435968585e-06,3.04491313502771e-05,1.86496457238343e-05
ENSG00000006712,PAF1,19,0.622,2,LOEUF2,0.997779191903032,2.077e-06,5.6663e-06,3.0358e-06,9.8839e-06,6.7952e-06,2.0723873815826e-06,5.65371623508015e-06,3.02905807077922e-06,9.86194975485038e-06,6.78010916481948e-06
ENSG00000006715,VPS41,7,0.84,3,LOEUF3,0.985725773808296,3.9788e-06,1.9355e-07,2.1489e-06,2.0178e-05,7.9519e-06,3.92200570882845e-06,1.90787223520596e-07,2.11822611533665e-06,1.98899746639038e-05,7.83839278074619e-06
ENSG00000006740,ARHGAP44,17,0.22,1,LOEUF1_mu1,1.09824455764092,3.0596e-06,3.716e-06,5.6364e-06,1.856e-05,1.3397e-05,3.36018904855816e-06,4.08107677619366e-06,6.19014562468728e-06,2.03834189898155e-05,1.47131823387154e-05
ENSG00000006744,ELAC2,17,1.046,3,LOEUF3,1.11556440162965,3.0078e-06,0,1.7271e-06,2.5314e-05,1.1909e-05,3.35539460722166e-06,0,1.92669127805457e-06,2.82393972628529e-05,1.32852564590075e-05
ENSG00000006747,SCIN,7,1.657,5,LOEUF5,1.1250806978803,2.2954e-06,0,7.8452e-07,1.9527e-05,8.4478e-06,2.58251023391445e-06,0,8.82648309101055e-07,2.19694507875087e-05,9.50445671955323e-06
ENSG00000006788,MYH13,17,0.895,3,LOEUF3,0.941816704940455,5.4346e-06,0,5.7975e-06,5.704e-05,2.8624e-05,5.1183970646694e-06,0,5.46018234689229e-06,5.37212248498036e-05,2.69585613622156e-05
ENSG00000006831,ADIPOR2,12,0.518,2,LOEUF2,0.957618527410491,1.1964e-06,2.8802e-06,2.7337e-06,6.0027e-06,3.5808e-06,1.14569480619391e-06,2.7581328826477e-06,2.61784176838206e-06,5.74829673448696e-06,3.42904042295149e-06
ENSG00000006837,CDKL3,5,1.148,4,LOEUF4,0.945182273044002,1.8621e-06,0,1.9253e-06,1.2314e-05,5.2626e-06,1.76002391063524e-06,0,1.81975943029162e-06,1.16389745102638e-05,4.97411623012137e-06
ENSG00000007001,UPP2,2,0.897,3,LOEUF3,0.927623968277974,9.987e-07,0,1.032e-06,1.0077e-05,4.4347e-06,9.26418057119213e-07,0,9.57307935262869e-07,9.34766672833715e-06,4.11373401212233e-06
ENSG00000007038,PRSS21,16,1.319,4,LOEUF4,1.12482887358626,1.0037e-06,0,7.3768e-07,9.5146e-06,4.8258e-06,1.12899074041853e-06,0,8.2976376346711e-07,1.07022968006238e-05,5.42819917815256e-06
ENSG00000007047,MARK4,19,0.258,1,LOEUF1_mu1,1.01386923769303,2.6027e-06,4.5709e-06,5.1748e-06,2.6367e-05,1.4539e-05,2.63879746494366e-06,4.63429489857109e-06,5.24657053121392e-06,2.67326901902522e-05,1.4740644846819e-05
ENSG00000007062,PROM1,4,1.051,3,LOEUF3,1.0192573095256,3.2619e-06,0,2.8763e-07,2.4791e-05,1.0408e-05,3.32471541794157e-06,0,2.9316897993885e-07,2.52684079604493e-05,1.06084300775425e-05
ENSG00000007080,CCDC124,19,0.8,3,LOEUF3,1.01938136352542,6.6713e-07,1.6656e-08,7.4695e-07,9.8768e-06,4.6481e-06,6.80059889048714e-07,1.69788159908794e-08,7.61426909485313e-07,1.00682258512679e-05,4.73818651580251e-06
ENSG00000007129,CEACAM21,19,1.696,5,LOEUF5,1.0144109997316,8.7715e-07,0,6.4069e-08,8.8799e-06,4.2536e-06,8.89790608414576e-07,0,6.49922983418041e-08,9.00786823651667e-06,4.31489862845835e-06
ENSG00000007168,PAFAH1B1,17,0.107,1,LOEUF1_mu2,0.946963527236805,2.2654e-06,3.2734e-06,4.637e-06,5.0451e-06,4.4386e-06,2.14525117460226e-06,3.09979041005696e-06,4.39106987579706e-06,4.7775256912624e-06,4.20319231199328e-06
ENSG00000007171,NOS2,17,0.755,3,LOEUF3,0.942569855521011,3.5042e-06,2.5594e-07,2.5628e-06,3.8941e-05,1.7875e-05,3.30295328771673e-06,2.41241328822047e-07,2.41561802572925e-06,3.67046127438437e-05,1.68484361674381e-05
ENSG00000007174,DNAH9,17,0.722,2,LOEUF2,0.954721742811208,1.2111e-05,0,5.0329e-06,0.00013343,5.6372e-05,1.15626350271865e-05,0,4.80501905939453e-06,0.000127388522143299,5.38195740857534e-05
ENSG00000007202,KIAA0100,17,0.421,1,LOEUF1_mu1,0.986252557560646,6.5874e-06,2.6505e-06,1.06e-05,5.8172e-05,2.3731e-05,6.496840097675e-06,2.61406240381449e-06,1.04542771101428e-05,5.73722837784179e-05,2.34047594434717e-05
ENSG00000007216,SLC13A2,17,1.146,4,LOEUF4,0.980910061364591,1.7547e-06,4.715e-08,1.024e-06,2.1856e-05,1.1706e-05,1.72120288467645e-06,4.62499093933405e-08,1.00445190283734e-06,2.14387703011845e-05,1.14825331783339e-05
ENSG00000007237,GAS7,17,0.362,1,LOEUF1_mu2,0.989272358700234,1.8275e-06,1.1428e-06,1.8135e-06,1.5477e-05,8.2582e-06,1.80789523552468e-06,1.13054045152263e-06,1.79404542250287e-06,1.53109682956035e-05,8.16960899261827e-06
ENSG00000007255,TRAPPC6A,19,1.866,5,LOEUF5,1.02281897516165,6.2068e-07,0,0,6.2923e-06,3.5022e-06,6.34843281503333e-07,0,0,6.43588383740965e-06,3.58211661481113e-06
ENSG00000007264,MATK,19,0.765,3,LOEUF3,1.00357858202509,2.1592e-06,4.8154e-07,2.6367e-06,2.3631e-05,1.2588e-05,2.16692687430858e-06,4.83263230388363e-07,2.64613564722556e-06,2.3715565471835e-05,1.26330471905319e-05
ENSG00000007306,CEACAM7,19,1.527,5,LOEUF5,1.02526516015566,7.1561e-07,0,7.1566e-08,8.0755e-06,4.0398e-06,7.33690001258995e-07,0,7.33741264517003e-08,8.27952880083707e-06,4.14186619399685e-06
ENSG00000007312,CD79B,17,0.384,1,LOEUF1_mu2,0.964215314047155,7.5435e-07,1.9832e-07,5.9637e-07,8.2648e-06,4.0388e-06,7.27355822151471e-07,1.91223181081832e-07,5.75029086838302e-07,7.96904672753692e-06,3.89427281037365e-06
ENSG00000007314,SCN4A,17,0.378,1,LOEUF1_mu1,0.948071871952698,4.4142e-06,7.9113e-07,1.7728e-05,5.2782e-05,3.4837e-05,4.1849788571736e-06,7.50048100057938e-07,1.68074181459774e-05,5.00411295454073e-05,3.30279798032162e-05
ENSG00000007341,ST7L,1,0.868,3,LOEUF3,0.937611869521797,1.899e-06,0,1.0872e-06,1.2254e-05,5.4256e-06,1.78052494022189e-06,0,1.0193716245441e-06,1.14894958491201e-05,5.08710695927746e-06
ENSG00000007372,PAX6,11,0.169,1,LOEUF1_mu2,0.975132749635471,2.1023e-06,3.349e-06,2.7382e-06,6.323e-06,5.3233e-06,2.05002157955865e-06,3.26571957852919e-06,2.67010849505185e-06,6.16576437594508e-06,5.1909241661345e-06
ENSG00000007376,RPUSD1,16,1.889,5,LOEUF5,1.532686268115,3.826e-07,0,9.1517e-07,1.3505e-05,7.025e-06,5.86405766180801e-07,0,1.40266849199081e-06,2.06989280508931e-05,1.07671210335079e-05
ENSG00000007384,RHBDF1,16,0.935,3,LOEUF3,1.03274401778085,2.8848e-06,8.1601e-07,3.9813e-06,3.4594e-05,1.712e-05,2.9792599424942e-06,8.42729445949354e-07,4.11166375799091e-06,3.57267465511108e-05,1.76805775844082e-05
ENSG00000007392,LUC7L,16,0.452,2,LOEUF2,0.975563624648292,1.7952e-06,4.045e-06,2.8406e-06,1.1681e-05,5.5797e-06,1.75133181896861e-06,3.94615486170234e-06,2.77118603217594e-06,1.13955586995167e-05,5.44335235645007e-06
ENSG00000007402,CACNA2D2,3,0.229,1,LOEUF1_mu1,0.972429765532039,4.4971e-06,4.5842e-06,9.4092e-06,2.5916e-05,1.9117e-05,4.37311389857413e-06,4.45781253115197e-06,9.14978614984406e-06,2.52014898035283e-05,1.8589939827676e-05
ENSG00000007516,BAIAP3,16,1.035,3,LOEUF3,1.28455840813831,3.0444e-06,0,5.9968e-07,5.1317e-05,2.5908e-05,3.91070961773626e-06,0,7.7032398619238e-07,6.59196838304335e-05,3.32803392380473e-05
ENSG00000007520,TSR3,16,1.147,4,LOEUF4,1.20383423042818,9.0041e-07,0,3.2449e-07,1.1565e-05,6.0324e-06,1.08394437941983e-06,0,3.90632169431639e-07,1.39223428749019e-05,7.26200961163493e-06
ENSG00000007541,PIGQ,16,0.904,3,LOEUF3,1.21536410572891,1.9276e-06,0,1.2403e-06,3.1648e-05,1.6739e-05,2.34273585020304e-06,0,1.50741610033556e-06,3.84638432181084e-05,2.03439797657962e-05
ENSG00000007545,CRAMP1,16,0.417,1,LOEUF1_mu1,1.23895821369737,2.9526e-06,2.5953e-06,9.4107e-06,4.1062e-05,2.5087e-05,3.65814802176286e-06,3.21546825200879e-06,1.16594640616419e-05,5.08741021708415e-05,3.1081744707026e-05
ENSG00000007866,TEAD3,6,0.264,1,LOEUF1_mu2,0.952029639119913,1.5585e-06,4.0402e-06,3.2516e-06,1.0269e-05,7.4258e-06,1.48373819256838e-06,3.84639014797227e-06,3.09561957456231e-06,9.77639236412238e-06,7.06958169417665e-06
ENSG00000007908,SELE,1,0.86,3,LOEUF3,1.01308620937347,1.7793e-06,0,3.3852e-07,1.5508e-05,6.6218e-06,1.80258429233822e-06,0,3.42949943597108e-07,1.57109409349638e-05,6.70845426122925e-06
ENSG00000007923,DNAJC11,1,0.244,1,LOEUF1_mu2,1.01216628678644,2.2591e-06,5.7566e-07,2.826e-06,1.6157e-05,8.7649e-06,2.28658485847924e-06,5.82663644651482e-07,2.86038192645848e-06,1.63535706956085e-05,8.87153628705446e-06
ENSG00000007933,FMO3,1,1.584,5,LOEUF5,0.936445823713729,1.2974e-06,0,4.1878e-07,1.3679e-05,5.5724e-06,1.21494481168619e-06,0,3.92164782054835e-07,1.28096424225801e-05,5.21825070806238e-06
ENSG00000007944,MYLIP,6,0.536,2,LOEUF2,0.96126063344595,1.0612e-06,9.1584e-07,2.6357e-06,1.0542e-05,6.255e-06,1.02008978421284e-06,8.80360938535139e-07,2.53359465157349e-06,1.01336095977872e-05,6.01268526220442e-06
ENSG00000007968,E2F2,1,0.561,2,LOEUF2,0.986736637659409,1.0181e-06,7.3377e-07,1.0759e-06,1.1819e-05,7.7498e-06,1.00459657080104e-06,7.24037742615344e-07,1.06162994845776e-06,1.16622403204966e-05,7.64701159453288e-06
ENSG00000008018,PSMB1,6,0.276,1,LOEUF1_mu2,0.972161879242091,6.5111e-07,4.9829e-08,1.4521e-06,5.8781e-06,2.9989e-06,6.32984321193318e-07,4.84418542807542e-08,1.41167626484744e-06,5.71446474237293e-06,2.91541625965911e-06
ENSG00000008083,JARID2,6,0.188,1,LOEUF1_mu1,1.06742120984322,3.3902e-06,5.1377e-06,1.2599e-05,3.1412e-05,2.2399e-05,3.61877138561048e-06,5.4840899498115e-06,1.34484398228147e-05,3.35298350435952e-05,2.39091676792783e-05
ENSG00000008118,CAMK1G,1,0.686,2,LOEUF2,0.987906230016581,1.5719e-06,2.3595e-06,4.1391e-06,8.514e-06,5.9123e-06,1.55288980296306e-06,2.33096474972412e-06,4.08904267666163e-06,8.41103364236117e-06,5.84079800372703e-06
ENSG00000008128,CDK11A,1,1.291,4,LOEUF4,1.02020754985639,2.3248e-06,0,2.6065e-06,2.2962e-05,1.1013e-05,2.37177851190614e-06,0,2.65917097870068e-06,2.34260057598024e-05,1.12355457465684e-05
ENSG00000008130,NADK,1,0.994,3,LOEUF3,0.999625963311939,2.145e-06,1.4557e-06,2.1721e-06,2.164e-05,1.264e-05,2.14419769130411e-06,1.45515551479319e-06,2.17128755490986e-06,2.16319058460704e-05,1.26352721762629e-05
ENSG00000008196,TFAP2B,6,0.259,1,LOEUF1_mu2,0.974287931576359,1.1038e-06,1.933e-06,2.1622e-06,9.1681e-06,6.5383e-06,1.07541901887398e-06,1.8832985717371e-06,2.1066053656544e-06,8.93236918548521e-06,6.3701867830257e-06
ENSG00000008197,TFAP2D,6,0.252,1,LOEUF1_mu2,1.03068333295235,8.7568e-07,2.0628e-06,1.5082e-06,9.3727e-06,5.6738e-06,9.02548780999711e-07,2.1260935792141e-06,1.55447660275873e-06,9.66028567476247e-06,5.84789109450503e-06
ENSG00000008226,DLEC1,3,0.911,3,LOEUF3,0.983856064184201,5.3581e-06,0,6.0482e-07,5.4172e-05,2.3239e-05,5.27159917750537e-06,0,5.95055824739889e-07,5.32974507089866e-05,2.28638310755767e-05
ENSG00000008256,CYTH3,7,0.421,1,LOEUF1_mu2,1.23861461657097,1.1917e-06,3.4137e-06,5.4294e-06,6.1102e-06,6.6573e-06,1.47605703856762e-06,4.22825871658832e-06,6.72493419921042e-06,7.56818303017194e-06,8.24582908689791e-06
ENSG00000008277,ADAM22,7,0.363,1,LOEUF1_mu2,0.95975033747636,4.2999e-06,1.266e-06,1.9855e-06,2.2419e-05,1.0042e-05,4.1268304761146e-06,1.21504392724507e-06,1.90558429505931e-06,2.15166428158825e-05,9.63781288893761e-06
ENSG00000008282,SYPL1,7,0.818,3,LOEUF3,0.974247003578452,5.9399e-07,0,6.6023e-07,5.9585e-06,2.6812e-06,5.78692977655565e-07,0,6.43227099172601e-07,5.80505077082221e-06,2.61215106599455e-06
ENSG00000008283,CYB561,17,0.543,2,LOEUF2,0.988346880055876,7.7576e-07,1.9748e-08,3.7305e-07,1.0631e-05,6.4751e-06,7.66719975672146e-07,1.95178741873434e-08,3.68702803604844e-07,1.0507115681874e-05,6.3996448830498e-06
ENSG00000008294,SPAG9,17,0.142,1,LOEUF1_mu1,0.914118120164038,4.8043e-06,1.7626e-06,6.7972e-06,2.8365e-05,1.4258e-05,4.39169768470409e-06,1.61122459860113e-06,6.213443686379e-06,2.59289604784529e-05,1.30334961572989e-05
ENSG00000008300,CELSR3,3,0.245,1,LOEUF1_mu1,0.929462007969488,8.0129e-06,4.7257e-06,1.3221e-05,0.00010664,5.169e-05,7.44768612365871e-06,4.39235861106141e-06,1.22884172073646e-05,9.91178285298662e-05,4.80438911919428e-05
ENSG00000008311,AASS,7,0.809,3,LOEUF3,0.934798516283246,2.3983e-06,0,1.6907e-06,2.4814e-05,9.7789e-06,2.24192728160211e-06,0,1.58046385148008e-06,2.31960903830525e-05,9.14130121088223e-06
ENSG00000008323,PLEKHG6,12,1.001,3,LOEUF3,1.15695831632095,3.7346e-06,0,1.2871e-07,3.0387e-05,1.2102e-05,4.32077652813221e-06,0,1.48912104893669e-07,3.51564923580447e-05,1.40015095441161e-05
ENSG00000008324,SS18L2,3,1.598,5,LOEUF5,1.03145500088413,2.5993e-07,0,1.1804e-07,1.9011e-06,7.9178e-07,2.68106098379812e-07,0,1.21752948304363e-07,1.96089910218082e-06,8.16685440600038e-07
ENSG00000008382,MPND,19,0.875,3,LOEUF3,1.24372364832865,1.0182e-06,0,1.4091e-06,1.6246e-05,9.1025e-06,1.26635941872823e-06,0,1.7525309928599e-06,2.02055343907472e-05,1.13209945089115e-05
ENSG00000008394,MGST1,12,1.72,5,LOEUF5,0.928584740997469,4.9093e-07,0,1.4967e-07,4.5979e-06,1.6384e-06,4.55870106897887e-07,0,1.38981278185091e-07,4.26953978063226e-06,1.52139323965025e-06
ENSG00000008405,CRY1,12,0.814,3,LOEUF3,0.973776394661089,2.3961e-06,7.8419e-07,3.1426e-06,1.2778e-05,5.4153e-06,2.33326561924744e-06,7.6362571092928e-07,3.06018969786194e-06,1.24429147709794e-05,5.2732913100082e-06
ENSG00000008438,PGLYRP1,19,1.787,5,LOEUF5,0.929292898396126,5.8415e-07,1.1171e-08,8.2437e-08,7.9964e-06,3.1025e-06,5.42846446598097e-07,1.03811309679831e-08,7.66081186650814e-08,7.43099773273478e-06,2.88313121727398e-06
ENSG00000008441,NFIX,19,0.149,1,LOEUF1_mu2,0.89946656884205,1.3688e-06,4.735e-06,1.1147e-05,2.5865e-06,9.0049e-06,1.231189839431e-06,4.25897420346711e-06,1.00263538428823e-05,2.32647028030996e-06,8.09960650576578e-06
ENSG00000008513,ST3GAL1,8,0.495,2,LOEUF2,0.978529877977073,1.0488e-06,2.2243e-07,9.3649e-07,1.2181e-05,6.1397e-06,1.02628213602235e-06,2.1765440075844e-07,9.16383445426749e-07,1.19194724436387e-05,6.00787989181583e-06
ENSG00000008516,MMP25,16,1.245,4,LOEUF4,1.25754705891169,1.5599e-06,0,1.4856e-06,1.9047e-05,9.8077e-06,1.96164765719634e-06,0,1.8682119107192e-06,2.39524988310909e-05,1.23336442896881e-05
ENSG00000008517,IL32,16,1.917,5,LOEUF5,1.01829010757765,9.3568e-07,0,1.0361e-08,7.0102e-06,3.174e-06,9.52793687858253e-07,0,1.0550503804612e-08,7.13841731214082e-06,3.23205280145145e-06
ENSG00000008710,PKD1,16,0.179,1,LOEUF1_mu1,1.47501721346733,8.4406e-06,3.0215e-08,2.7206e-06,0.00020794,0.00011104,1.24500302919923e-05,4.45676451049153e-08,4.01293183095921e-06,0.000306715079368396,0.000163785911383412
ENSG00000008735,MAPK8IP2,22,0.1,1,LOEUF1_mu1,1.30223444130782,1.9594e-06,1.4274e-06,5.9571e-06,2.9775e-05,1.9211e-05,2.55159816429854e-06,1.85880944152278e-06,7.75754079031481e-06,3.87740304899403e-05,2.50172258519645e-05
ENSG00000008838,MED24,17,0.698,2,LOEUF2,0.977558927443239,3.0327e-06,1.3178e-06,5.2885e-06,3.0522e-05,1.6736e-05,2.96464295925711e-06,1.2882271545847e-06,5.16982038778357e-06,2.98370535834225e-05,1.636042620969e-05
ENSG00000008853,RHOBTB2,8,0.497,2,LOEUF2,0.960170199145071,2.341e-06,5.4457e-06,6.118e-06,2.1172e-05,1.2767e-05,2.24775843619861e-06,5.22879885348431e-06,5.87432127836954e-06,2.03287234562994e-05,1.22584929324851e-05
ENSG00000008869,HEATR5B,2,0.632,2,LOEUF2,1.04194896765952,7.7325e-06,2.4927e-06,9.3135e-06,5.0502e-05,2.2607e-05,8.05687039242724e-06,2.59726619168488e-06,9.70419171029694e-06,5.26205067647411e-05,2.35553403118788e-05
ENSG00000008952,SEC62,3,0.297,1,LOEUF1_mu2,0.97162864450784,1.3011e-06,2.2539e-07,2.0181e-06,7.1041e-06,3.2043e-06,1.26418602936915e-06,2.18995380185622e-07,1.96084376748127e-06,6.90254705344814e-06,3.11338966559647e-06
ENSG00000008988,RPS20,8,1.01,3,LOEUF3,1.16480546534187,6.2171e-07,8.242e-07,8.3884e-07,2.2192e-06,1.477e-06,7.24171205857693e-07,9.60032664534768e-07,9.77085416547373e-07,2.58493628868667e-06,1.72041767230994e-06
ENSG00000009307,CSDE1,1,0.144,1,LOEUF1_mu2,0.937937969217586,2.8663e-06,3.6132e-06,6.8024e-06,1.5384e-05,8.5896e-06,2.68841160116837e-06,3.38895747037698e-06,6.3802292418057e-06,1.44292377184433e-05,8.05651198039137e-06
ENSG00000009335,UBE3C,7,0.183,1,LOEUF1_mu1,0.992941293857881,3.6749e-06,2.6626e-06,4.5096e-06,2.6141e-05,1.4145e-05,3.64895996079833e-06,2.64380548902599e-06,4.4777680587815e-06,2.59564783627389e-05,1.40451546016197e-05
ENSG00000009413,REV3L,6,0.117,1,LOEUF1_mu1,0.956466092136267,8.3272e-06,2.6879e-06,1.3157e-05,6.5619e-05,2.8191e-05,7.96468444243712e-06,2.57088520905307e-06,1.25842243742369e-05,6.27623484998897e-05,2.69637356034135e-05
ENSG00000009709,PAX7,1,0.558,2,LOEUF2,1.02433185305875,1.484e-06,3.0138e-07,7.9789e-06,1.4503e-05,9.7656e-06,1.52010846993918e-06,3.08713133874845e-07,8.17304142237043e-06,1.4855884864911e-05,1.00032151442305e-05
